Sound	*Index	Redirect	Channel	FileName	IsLocal	IsMusic	IsAmbientScene	IsAmbientEvent	IsUI	Volume Min	Volume Max	Pitch Min	Pitch Max	Group Size	Group Weight	Loop	Fade In	Fade Out	Defer Inst	Stop Inst	Duration	Compound	Falloff	LFEMix	3dSpread	Priority	Stream	Is2D	Tracking	Solo	Music Vol	Block 1	Block 2	Block 3	HDOptOut	Delay	4737
frogdemon_neutral_1	996	frogdemon_neutral_hd1	sfx/eax/monster_neutral_sd	monster\frogdemon\neutral1.wav	0	0	0	0	0	200	200	100	100	3	0	0	0	0	1	0	0	0	1	0	1	80	0	0	1	0	0	-1	-1	-1	0	0	
frogdemon_neutral_2	997		sfx/eax/monster_neutral_sd	monster\frogdemon\neutral2.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	1	80	0	0	1	0	0	-1	-1	-1	0	0	
frogdemon_neutral_3	998		sfx/eax/monster_neutral_sd	monster\frogdemon\neutral3.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	1	80	0	0	1	0	0	-1	-1	-1	0	0	
frozenhorror_attack_1	999	frozenhorror_attack_hd1	sfx/monster_sd	monster\frozenhorror\attack1.wav	0	0	0	0	0	200	200	100	100	4	0	0	0	0	0	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
frozenhorror_attack_2	1000		sfx/monster_sd	monster\frozenhorror\attack2.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
frozenhorror_attack_3	1001		sfx/monster_sd	monster\frozenhorror\attack3.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
frozenhorror_attack_4	1002		sfx/monster_sd	monster\frozenhorror\attack4.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
frozenhorror_hit_1	1003	frozenhorror_hit_hd1	sfx/monster_sd	monster\frozenhorror\gethit1.wav	0	0	0	0	0	200	200	100	100	5	0	0	0	0	0	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
frozenhorror_hit_2	1004		sfx/monster_sd	monster\frozenhorror\gethit2.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
frozenhorror_hit_3	1005		sfx/monster_sd	monster\frozenhorror\gethit3.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
frozenhorror_hit_4	1006		sfx/monster_sd	monster\frozenhorror\gethit4.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
frozenhorror_hit_5	1007		sfx/monster_sd	monster\frozenhorror\gethit5.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
frozenhorror_death_1	1008		sfx/monster_sd	none.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
frozenhorror_death_2	1009		sfx/monster_sd	none.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
frozenhorror_death_3	1010		sfx/monster_sd	none.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
frozenhorror_death_4	1011		sfx/monster_sd	none.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
frozenhorror_death_5	1012		sfx/monster_sd	none.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
frozenhorror_neutral_1	1013	frozenhorror_neutral_hd1	sfx/eax/monster_neutral_sd	monster\frozenhorror\neutral1.wav	0	0	0	0	0	200	200	100	100	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	-1	-1	-1	0	0	
frozenhorror_neutral_2	1014		sfx/eax/monster_neutral_sd	monster\frozenhorror\neutral2.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	-1	-1	-1	0	0	
frozenhorror_neutral_3	1015		sfx/eax/monster_neutral_sd	monster\frozenhorror\neutral3.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	-1	-1	-1	0	0	
frozenhorror_neutral_4	1016		sfx/eax/monster_neutral_sd	monster\frozenhorror\neutral4.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	-1	-1	-1	0	0	
frozenhorror_neutral_5	1017		sfx/eax/monster_neutral_sd	monster\frozenhorror\neutral5.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	-1	-1	-1	0	0	
frozenhorror_frost_1	1018		sfx/monster_sd	none.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
frozenhorror_frost_2	1019		sfx/monster_sd	none.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
frozenhorror_frost_3	1020		sfx/monster_sd	none.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
frozenhorror_frost_4	1021		sfx/monster_sd	none.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
gargoyletrap_death_1	1022	gargoyletrap_death_hd1	sfx/monster_sd	monster\gargoyletrap\death2.wav	0	0	0	0	0	200	200	100	100	3	0	0	0	0	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
gargoyletrap_death_2	1023		sfx/monster_sd	monster\gargoyletrap\death4.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
gargoyletrap_death_3	1024		sfx/monster_sd	monster\gargoyletrap\death5.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
goatman_attack_1	1025	goatman_attack_hd1	sfx/monster_sd	monster\goatman\attack1.wav	0	0	0	0	0	200	200	100	100	4	0	0	0	0	0	1	0	8	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
goatman_attack_2	1026		sfx/monster_sd	monster\goatman\attack2.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
goatman_attack_3	1027		sfx/monster_sd	monster\goatman\attack3.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
goatman_attack_4	1028		sfx/monster_sd	monster\goatman\attack4.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
goatman_hit_1	1029	goatman_hit_hd1	sfx/monster_sd	monster\goatman\gethit1.wav	0	0	0	0	0	200	200	100	100	4	0	0	0	0	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
goatman_hit_2	1030		sfx/monster_sd	monster\goatman\gethit2.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
goatman_hit_3	1031		sfx/monster_sd	monster\goatman\gethit3.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
goatman_hit_4	1032		sfx/monster_sd	monster\goatman\gethit4.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
goatman_death_1	1033	goatman_death_hd1	sfx/monster_sd	monster\goatman\death1.wav	0	0	0	0	0	200	200	100	100	4	0	0	0	0	1	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
goatman_death_2	1034		sfx/monster_sd	monster\goatman\death2.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
goatman_death_3	1035		sfx/monster_sd	monster\goatman\death3.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
goatman_death_4	1036		sfx/monster_sd	monster\goatman\death4.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
goatman_neutral_1	1037	goatman_neutral_hd1	sfx/eax/monster_neutral_sd	monster\goatman\neutral1.wav	0	0	0	0	0	200	200	100	100	3	0	0	0	0	1	0	0	0	1	0	1	80	0	0	1	0	0	-1	-1	-1	0	0	
goatman_neutral_2	1038		sfx/eax/monster_neutral_sd	monster\goatman\neutral2.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	1	80	0	0	1	0	0	-1	-1	-1	0	0	
goatman_neutral_3	1039		sfx/eax/monster_neutral_sd	monster\goatman\neutral3.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	1	80	0	0	1	0	0	-1	-1	-1	0	0	
golemblood_attack_1	1040	golemblood_attack_hd1	sfx/monster_sd	monster\golemblood\attack1.wav	0	0	0	0	0	200	200	100	100	4	0	0	0	0	0	1	0	8	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
golemblood_attack_2	1041		sfx/monster_sd	monster\golemblood\attack2.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
golemblood_attack_3	1042		sfx/monster_sd	monster\golemblood\attack3.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
golemblood_attack_4	1043		sfx/monster_sd	monster\golemblood\attack4.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
golemblood_hit_1	1044	golemblood_hit_hd1	sfx/monster_sd	monster\golemblood\gethit1.wav	0	0	0	0	0	200	200	100	100	4	0	0	0	0	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
golemblood_hit_2	1045		sfx/monster_sd	monster\golemblood\gethit2.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
golemblood_hit_3	1046		sfx/monster_sd	monster\golemblood\gethit3.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
golemblood_hit_4	1047		sfx/monster_sd	monster\golemblood\gethit4.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
golemblood_death	1048	golemblood_death_hd	sfx/monster_sd	monster\golemblood\bloodgolemdeath.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
golemblood_spawn	1049	golemblood_spawn_hd	sfx/monster_sd	monster\golemblood\spawnblood.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
golemblood_walk_1	1050	golemblood_walk_hd1	sfx/monster_sd	monster\golemblood\bloodwalk1.wav	0	0	0	0	0	100	100	100	100	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	
golemblood_walk_2	1051		sfx/monster_sd	monster\golemblood\bloodwalk2.wav	0	0	0	0	0	100	100	100	100	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	
golemblood_walk_3	1052		sfx/monster_sd	monster\golemblood\bloodwalk3.wav	0	0	0	0	0	100	100	100	100	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	
golemblood_walk_4	1053		sfx/monster_sd	monster\golemblood\bloodwalk4.wav	0	0	0	0	0	100	100	100	100	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	
golemclay_attack_1	1054	golemclay_attack_hd1	sfx/monster_sd	monster\golemclay\attack1.wav	0	0	0	0	0	200	200	100	100	4	0	0	0	0	0	1	0	8	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
golemclay_attack_2	1055		sfx/monster_sd	monster\golemclay\attack2.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
golemclay_attack_3	1056		sfx/monster_sd	monster\golemclay\attack3.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
golemclay_attack_4	1057		sfx/monster_sd	monster\golemclay\attack4.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
golemclay_hit_1	1058	golemclay_hit_hd1	sfx/monster_sd	monster\golemclay\gethit1.wav	0	0	0	0	0	200	200	100	100	4	0	0	0	0	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
golemclay_hit_2	1059		sfx/monster_sd	monster\golemclay\gethit2.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
golemclay_hit_3	1060		sfx/monster_sd	monster\golemclay\gethit3.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
golemclay_hit_4	1061		sfx/monster_sd	monster\golemclay\gethit4.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
golemclay_death	1062	golemclay_death_hd	sfx/monster_sd	monster\golemclay\claygolemdeath.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
golemclay_spawn	1063	golemclay_spawn_hd	sfx/monster_sd	monster\golemclay\spawnclay.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
golemclay_walk_1	1064	golemclay_walk_hd1	sfx/monster_sd	monster\golemclay\claywalk1.wav	0	0	0	0	0	100	100	100	100	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	
golemclay_walk_2	1065		sfx/monster_sd	monster\golemclay\claywalk2.wav	0	0	0	0	0	100	100	100	100	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	
golemclay_walk_3	1066		sfx/monster_sd	monster\golemclay\claywalk3.wav	0	0	0	0	0	100	100	100	100	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	
golemclay_walk_4	1067		sfx/monster_sd	monster\golemclay\claywalk4.wav	0	0	0	0	0	100	100	100	100	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	
golemfire_attack_1	1068	golemfire_attack_hd1	sfx/monster_sd	monster\golemfire\attack1.wav	0	0	0	0	0	200	200	100	100	3	0	0	0	0	0	1	0	8	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
golemfire_attack_2	1069		sfx/monster_sd	monster\golemfire\attack2.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
golemfire_attack_3	1070		sfx/monster_sd	monster\golemfire\attack3.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
golemfire_attack_21	1071		sfx/monster_sd	monster\golemfire\attack21.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
golemfire_hit_1	1072	golemfire_hit_hd1	sfx/monster_sd	monster\golemfire\gethit1.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
golemfire_spawn	1073		sfx/monster_sd	monster\golemfire\spawnfire.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
golemfire_death	1074		sfx/monster_sd	monster\golemfire\firegolemdeath.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
golemfire_walk_1	1075		sfx/monster_sd	monster\golemfire\firewalk1.wav	0	0	0	0	0	200	200	100	100	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	
golemfire_walk_2	1076	golemfire_death_hd	sfx/monster_sd	monster\golemfire\firewalk2.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	
golemfire_walk_3	1077	golemfire_spawn_hd	sfx/monster_sd	monster\golemfire\firewalk3.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	
hidden_attack_1	1078	golemfire_walk_hd1	sfx/monster_sd	monster\hidden\attack1.wav	0	0	0	0	0	100	100	100	100	0	0	0	0	4	0	1	0	8	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
hidden_appear_1	1079		sfx/monster_sd	monster\hidden\appear1.wav	0	0	0	0	0	100	100	100	100	0	0	0	0	4	0	1	0	8	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
hidden_hit_1	1080		sfx/monster_sd	monster\hidden\gethit1.wav	0	0	0	0	0	100	100	100	100	2	0	0	0	4	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
hidden_hit_2	1081		sfx/monster_sd	monster\hidden\gethit2.wav	0	0	0	0	0	100	100	100	100	0	0	0	0	4	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
golemiron_attack_1	1082	golemiron_attack_hd1	sfx/monster_sd	monster\golemiron\attack1.wav	0	0	0	0	0	200	200	100	100	4	0	0	0	0	0	1	0	8	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
golemiron_attack_2	1083		sfx/monster_sd	monster\golemiron\attack2.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
golemiron_attack_3	1084		sfx/monster_sd	monster\golemiron\attack3.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
golemiron_attack_4	1085		sfx/monster_sd	monster\golemiron\attack4.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
golemiron_hit_1	1086	golemiron_hit_hd1	sfx/monster_sd	monster\golemiron\gethit1.wav	0	0	0	0	0	200	200	100	100	2	0	0	0	0	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
golemiron_hit_2	1087		sfx/monster_sd	monster\golemiron\gethit2.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
golemiron_death_1	1088		sfx/monster_sd	monster\golemiron\death1.wav	0	0	0	0	0	200	200	100	100	2	0	0	0	0	1	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
golemiron_death_2	1089		sfx/monster_sd	monster\golemiron\death2.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
golemiron_neutral	1090	golemiron_death_hd	sfx/monster_sd	monster\golemiron\neutral.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
golemiron_spawn	1091	golemiron_spawn_hd	sfx/monster_sd	monster\golemiron\spawniron.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
golemiron_walk_1	1092	golemiron_walk_hd1	sfx/monster_sd	monster\golemiron\ironwalk1.wav	0	0	0	0	0	100	100	100	100	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	
golemiron_walk_2	1093		sfx/monster_sd	monster\golemiron\ironwalk2.wav	0	0	0	0	0	100	100	100	100	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	
golemiron_walk_3	1094		sfx/monster_sd	monster\golemiron\ironwalk3.wav	0	0	0	0	0	100	100	100	100	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	
golemiron_walk_4	1095		sfx/monster_sd	monster\golemiron\ironwalk4.wav	0	0	0	0	0	100	100	100	100	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	
greatermummy_attack_1	1096	greatermummy_attack_hd1	sfx/monster_sd	monster\greatermummy\attack1.wav	0	0	0	0	0	200	200	100	100	5	0	0	0	0	0	1	0	8	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
greatermummy_attack_2	1097		sfx/monster_sd	monster\greatermummy\attack2.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
greatermummy_attack_3	1098		sfx/monster_sd	monster\greatermummy\attack3.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
greatermummy_attack_4	1099		sfx/monster_sd	monster\greatermummy\attack4.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
greatermummy_attack_5	1100		sfx/monster_sd	monster\greatermummy\attack5.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	1	0	8	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
greatermummy_hit_1	1101	greatermummy_hit_hd1	sfx/monster_sd	monster\greatermummy\gethit1.wav	0	0	0	0	0	200	200	100	100	6	0	0	0	0	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
greatermummy_hit_2	1102		sfx/monster_sd	monster\greatermummy\gethit2.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
greatermummy_hit_3	1103		sfx/monster_sd	monster\greatermummy\gethit3.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
greatermummy_hit_4	1104		sfx/monster_sd	monster\greatermummy\gethit4.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
greatermummy_hit_5	1105		sfx/monster_sd	monster\greatermummy\gethit5.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
greatermummy_hit_6	1106		sfx/monster_sd	monster\greatermummy\gethit6.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	80	0	0	1	0	0	-1	-1	-1	0	0	
greatermummy_death_1	1107	greatermummy_death_hd1	sfx/monster_sd	monster\greatermummy\death1.wav	0	0	0	0	0	200	200	100	100	5	0	0	0	0	1	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
greatermummy_death_2	1108		sfx/monster_sd	monster\greatermummy\death2.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
greatermummy_death_3	1109		sfx/monster_sd	monster\greatermummy\death3.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
greatermummy_death_4	1110		sfx/monster_sd	monster\greatermummy\death4.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
greatermummy_death_5	1111		sfx/monster_sd	monster\greatermummy\death5.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
greatermummy_neutral_1	1112	greatermummy_neutral_hd1	sfx/eax/monster_neutral_sd	monster\greatermummy\neutral1.wav	0	0	0	0	0	200	200	100	100	6	0	0	0	0	1	0	0	0	1	0	1	100	0	0	1	0	0	-1	-1	-1	0	0	
greatermummy_neutral_2	1113		sfx/eax/monster_neutral_sd	monster\greatermummy\neutral2.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	1	100	0	0	1	0	0	-1	-1	-1	0	0	
greatermummy_neutral_3	1114		sfx/eax/monster_neutral_sd	monster\greatermummy\neutral3.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	1	100	0	0	1	0	0	-1	-1	-1	0	0	
greatermummy_neutral_4	1115		sfx/eax/monster_neutral_sd	monster\greatermummy\neutral4.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	1	100	0	0	1	0	0	-1	-1	-1	0	0	
greatermummy_neutral_5	1116		sfx/eax/monster_neutral_sd	monster\greatermummy\neutral5.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	1	100	0	0	1	0	0	-1	-1	-1	0	0	
greatermummy_neutral_6	1117		sfx/eax/monster_neutral_sd	monster\greatermummy\neutral6.wav	0	0	0	0	0	200	200	100	100	0	0	0	0	0	1	0	0	0	1	0	1	100	0	0	1	0	0	-1	-1	-1	0	0	
greatermummy_unholybolt_cast	1118	greatermummy_unholybolt_cast_hd	sfx/monster_sd	monster\greatermummy\unholycast.wav	0	0	0	0	0	225	225	100	100	0	0	0	0	6	0	1	0	8	1	0	0	100	0	0	1	0	0	-1	-1	-1	0	0	
